PlotID,Trt,DW,CHL,LA,FW,N,P,K,Mg,Ca,S,Na,Fe,Mn,B,Cu,Zn
4347,HN,6.42,379.1,1100.9,23.1,2.64,0.33,2.13,0.15,0.33,0.16,0.002,107,56,53,13,29
4349,HN,7.36,382.2,1344.6,28.8,2.8,0.4,2.16,0.25,0.41,0.17,0.001,104,50,25,12,28
4351,HN,6.58,361.7,1344.3,28.05,2.66,0.26,1.98,0.24,0.45,0.17,0.001,101,58,18,10,15
4353,HN,5.31,317.9,1150.5,22.45,3.14,0.4,2.54,0.25,0.54,0.19,0.001,110,51,22,9,27
4355,HN,3.15,423.9,602.8,11.3,2.7,0.34,2.26,0.24,0.36,0.15,0.001,101,81,47,8,40
4357,HN,8.35,396.3,1408.3,30.54999999,2.75,0.38,2.06,0.24,0.37,0.16,0.001,104,59,27,11,28
4359,HN,10.08,404.4,1933.1,46.14999999,3.2,0.41,3.02,0.14,0.39,0.2,0.001,101,69,21,10,23
4361,HN,9.45,419.2,1543.7,38.60000001,2.99,0.42,2.42,0.13,0.3,0.17,0.002,113,43,19,12,21
4363,HN,9.34,474.3,1544.3,40.95,3.15,0.34,2.25,0.21,0.5,0.17,0.001,110,55,17,11,19
4365,HN,9.15,417.0,1440.7,36.15,3.15,0.45,2.49,0.29,0.5,0.18,0.001,110,66,23,10,33
4367,HN,7.24,372.6,1409.4,30.24999999,2.42,0.31,2.46,0.2,0.57,0.17,0.001,106,73,16,9,19
4369,HN,10.24,544.2,1663.7,42.39999999,3.5,0.4,1.98,0.2,0.46,0.2,0.001,126,51,24,14,35
4371,HN,8.98,398.8,1527.8,50.60000001,2.6,0.38,3.21,0.11,0.33,0.15,0.004,134,54,10,12,15
4373,HN,7.9,397.9,1375.4,34.10000001,2.51,0.29,2.07,0.31,0.69,0.2,0.004,139,117,16,13,23
4375,HN,6.08,370.6,1409.4,36.54999999,2.54,0.31,3.25,0.2,0.57,0.19,0.002,105,43,8,8,20
4377,HN,9.7,330.8,1310.0,40.10000001,2.12,0.21,2.24,0.33,0.63,0.13,0.002,135,57,10,8,24
4379,HN,9.27,388.9,1472.4,50.34999999,2.65,0.38,3.19,0.1,0.34,0.16,0.002,115,56,11,13,17
4381,HN,7.14,433.9,1185.4,29.5,2.57,0.26,2.66,0.24,0.47,0.16,0.001,113,52,14,10,21
4383,HN,8.57,421.8,1567.0,40.05,2.27,0.33,1.92,0.16,0.49,0.13,0.001,123,64,11,9,17
4385,HN,7.31,333.3,1283.5,33.20000001,1.99,0.25,2.18,0.19,0.58,0.12,0.003,106,66,18,14,18
4387,HN,5.54,272.1,1291.6,35.00000001,2.18,0.4,4.33,0.18,0.42,0.14,0.002,101,48,15,9,20
4389,HN,10.31,486.5,1842.6,44.90000001,2.97,0.35,2.56,0.16,0.5,0.18,0.002,133,63,13,12,19
4391,HN,8.53,465.5,1783.2,48.20000001,2.82,0.28,3.08,0.17,0.49,0.15,0.001,145,48,18,13,14
4393,HN,9.71,400.3,1756.3,42.45,2.8,0.33,2.76,0.24,0.52,0.17,0.001,136,91,15,21,27
4395,HN,7.57,429.1,1593.5,35.25,3.04,0.3,2.57,0.21,0.48,0.17,0.001,114,53,11,12,16
4401,HN,6.54,298.0,1171.2,29.2,2.04,0.43,3.2,0.2,0.42,0.13,0.001,107,68,14,9,17
4403,HN,7.65,272.9,1495.6,30.3,1.71,0.24,2.19,0.14,0.36,0.1,0.001,80,49,12,5,16
4405,HN,1.54,198.4,442.3,6.500000001,1.96,0.33,2.29,0.18,0.26,0.15,0.001,60,44,15,5,16
4407,HN,7.37,313.3,1335.0,34.2,1.97,0.28,2.49,0.2,0.45,0.17,0.002,75,44,17,6,15
4409,HN,4.76,418.6,873.0,16.75,2.57,0.31,2.64,0.13,0.39,0.18,0.001,116,115,41,7,28
4411,HN,7.53,326.8,1208.9,31.5,1.71,0.26,2.12,0.16,0.42,0.12,0.001,69,32,16,6,14
4413,HN,6.48,418.8,1087.3,26.25,2.24,0.4,2.48,0.1,0.21,0.15,0.001,115,49,13,8,26
4415,HN,3.79,212.4,827.8,15,1.72,0.36,2.76,0.21,0.49,0.12,0.001,68,66,22,7,24
4417,HN,5.16,412.8,831.5,21.4,2.55,0.49,2.41,0.12,0.4,0.18,0.001,99,30,15,16,23
4419,HN,7.69,363.6,1311.2,35.45000001,2.83,0.33,2.89,0.12,0.3,0.15,0.001,104,52,12,8,20
4421,HN,6.81,348.7,1294.7,29.4,2.72,0.29,2.6,0.14,0.38,0.18,0.001,119,53,16,8,17
4423,HN,8.08,458.7,1305.1,29.85,2.54,0.27,2.06,0.2,0.39,0.15,0.001,84,54,18,8,25
4425,HN,2.59,416.0,429.7,11.5,2.47,0.41,2.67,0.15,0.31,0.14,0.001,79,76,21,11,35
4427,HN,3.98,434.9,826.2,17.8,3,0.37,1.82,0.42,0.69,0.21,0.001,114,101,17,20,31
4429,HN,7.48,447.6,1013.4,30.50000001,2.79,0.32,2.54,0.12,0.33,0.18,0.001,99,93,21,11,24
4431,HN,5.49,494.0,874.4,19.85,3.29,0.41,1.86,0.33,0.48,0.23,0.001,118,42,28,13,26
4433,HN,5.81,439.7,1006.4,23.6,2.51,0.39,2.35,0.11,0.34,0.15,0.001,88,61,17,8,24
4435,HN,6.48,575.0,838.9,22.15,2.83,0.37,1.94,0.13,0.38,0.18,0.001,96,66,17,13,33
4437,HN,4.94,354.2,972.7,23.55,2.09,0.22,2.4,0.17,0.41,0.29,0.001,87,59,10,8,16
4439,HN,6.77,402.3,1131.7,28.25,2.48,0.3,1.94,0.25,0.5,0.2,0.001,99,76,15,14,16
4441,HN,5.88,358.0,1198.0,26.5,2.51,0.3,2.52,0.23,0.5,0.22,0.001,97,108,19,11,23
4443,HN,8.98,475.5,1438.6,35.75000001,2.38,0.27,1.93,0.17,0.47,0.16,0.001,94,64,21,11,17
4445,HN,8.19,383.1,1264.8,31.74999999,2.64,0.35,2.78,0.12,0.34,0.17,0.001,118,47,30,11,22
4447,HN,7.56,427.7,1171.6,26,2.46,0.29,1.64,0.17,0.45,0.17,0.003,94,75,21,18,20
4449,HN,7.94,404.2,1269.7,33.69999999,2.64,0.31,2.43,0.23,0.45,0.16,0.001,91,69,19,11,27
4451,HN,8.09,414.6,1479.3,32.94999999,2.67,0.28,1.72,0.24,0.62,0.17,0.002,92,67,18,12,21
4453,HN,6.62,369.0,1186.6,22.6,2.49,0.27,2.1,0.23,0.37,0.14,0.003,85,65,18,8,17
4455,HN,8.15,503.8,1227.9,29.95,2.6,0.32,2.31,0.15,0.41,0.17,0.001,85,74,19,12,20
4457,HN,7.71,323.2,1599.1,36.75,2.36,0.29,2.9,0.19,0.44,0.15,0.001,89,68,22,11,23
4459,HN,7.09,367.6,1264.0,27.65,3.06,0.48,2.39,0.2,0.49,0.22,0.002,97,90,26,15,45
4461,HN,6.06,412.6,1118.1,27.65,2.67,0.36,2.32,0.29,0.78,0.18,0.002,94,47,20,10,23
4463,HN,9.18,371.2,1575.4,35.55,2.78,0.35,2.34,0.2,0.34,0.17,0.001,87,75,15,11,25
4465,HN,8.51,536.7,1430.9,38.19999999,3.03,0.35,2.89,0.11,0.25,0.18,0.001,99,59,15,12,24
4467,HN,8.69,487.6,1447.5,33.80000001,2.96,0.29,2.34,0.17,0.51,0.17,0.001,97,64,18,11,20
4469,HN,6.17,354.8,1149.2,27.85,2.41,0.32,2.1,0.16,0.39,0.17,0.001,86,63,19,10,17
4471,HN,6.12,471.5,1123.6,28.95,2.78,0.29,2.01,0.28,0.88,0.2,0.002,125,76,12,10,17
4473,HN,6.04,377.1,937.7,27.85,2.07,0.34,1.98,0.25,0.53,0.17,0.001,97,51,21,7,17
4475,HN,7.23,425.4,994.0,30.39999999,2.23,0.29,2.46,0.3,0.38,0.17,0.002,91,43,7,9,15
4477,HN,8.04,459.1,1232.5,28.15,2.67,0.31,2.77,0.15,0.36,0.19,0.001,104,34,13,12,25
4479,HN,5.55,347.0,1196.9,28.1,2.62,0.38,3.87,0.14,0.4,0.16,0.002,122,60,12,11,24
4481,HN,7.32,465.6,1101.6,35.25,2.27,0.26,2.68,0.16,0.58,0.17,0.002,136,82,13,14,19
4483,HN,6.44,483.5,957.4,28.9,2.17,0.24,2.76,0.18,0.38,0.14,0.001,108,62,8,9,18
4485,HN,6.12,358.6,1087.9,28.95,2.84,0.39,2.93,0.16,0.53,0.16,0.001,128,66,18,13,21
4487,HN,7.18,351.4,1376.0,33.95000001,2.18,0.25,2.22,0.18,0.41,0.13,0.002,86,49,13,11,17
4489,HN,10.08,534.6,1426.7,40.65,2.79,0.27,1.9,0.14,0.4,0.18,0.001,104,60,14,17,13
4491,HN,9.05,366.2,1452.8,39,2.25,0.36,2.3,0.12,0.31,0.14,0.001,103,95,8,12,16
4493,HN,9.71,410.0,1569.3,42.99999999,2.3,0.27,2.18,0.24,0.59,0.16,0.001,93,84,17,10,18
4495,HN,8.26,282.0,1064.3,34.55000001,2.28,0.33,2.91,0.41,0.56,0.17,0.001,95,109,20,11,15
4501,HN,5.57,324.6,944.3,20.2,2.37,0.35,2.46,0.1,0.36,0.15,0.002,69,55,26,7,25
4503,HN,7.41,381.3,1090.4,30,2,0.29,2.11,0.17,0.45,0.13,0.001,84,69,9,9,17
4505,HN,8.15,333.4,1090.0,34.70000001,2.28,0.28,2.02,0.14,0.32,0.123,0.001,77,56,9,8,17
4507,HN,4.31,236.2,850.9,17.7,2.25,0.5,2.64,0.19,0.4,0.16,0.001,108,47,21,22,46
4509,HN,7.96,412.1,1182.9,28.25,2.26,0.35,2.45,0.14,0.28,0.16,0.001,78,46,29,10,28
4511,HN,6.13,404.9,1279.9,26.75,2.25,0.3,3.44,0.16,0.29,0.14,0.001,79,56,14,8,24
4513,HN,8.72,299.3,1520.1,35.85,2.08,0.36,2.49,0.15,0.35,0.13,0.002,76,37,10,8,17
4515,HN,5.27,326.4,979.9,23.45,2.2,0.26,2.61,0.12,0.37,0.14,0.001,81,39,21,7,19
4517,HN,9.27,329.5,1799.3,40.2,1.88,0.26,2.63,0.16,0.42,0.12,0.001,72,53,12,6,18
4519,HN,4.34,306.2,846.1,17.4,1.91,0.3,2.24,0.22,0.38,0.13,0.001,68,66,11,8,19
4521,HN,2.16,348.5,1059.9,7.899999999,2.5,0.34,2.66,0.23,0.45,0.16,0.001,78,101,24,7,27
4523,HN,5.43,324.1,1085.1,21.25,2.47,0.34,2.01,0.21,0.34,0.14,0.001,68,59,19,6,21
4525,HN,11.95,511.0,1854.7,42.69999999,2.78,0.31,2.18,0.16,0.44,0.18,0.001,100,72,18,10,30
4527,HN,5.59,547.0,897.3,20.95,3.33,0.55,2.47,0.08,0.31,0.21,0.001,109,61,22,15,21
4529,HN,4.21,552.1,633.2,14.75,3.2,0.36,1.59,0.33,0.66,0.2,0.001,108,105,31,26,38
4531,HN,4.26,419.5,623.6,14.2,2.98,0.321,1.85,0.27,0.43,0.21,0.001,145,30,20,11,40
4533,HN,9.76,396.6,1731.5,39,2.63,0.38,2.48,0.13,0.29,0.18,0.001,103,45,14,10,19
4535,HN,6.52,387.9,1269.5,25.15,2.02,0.25,2.07,0.26,0.34,0.14,0.001,64,52,10,5,15
4537,HN,7.57,454.2,1284.1,29.85,2.93,0.34,2.36,0.41,0.45,0.23,0.002,112,51,9,16,26
4539,HN,7.26,377.9,1074.5,34.65,3,0.35,2.66,0.3,0.4,0.18,0.002,102,54,10,12,16
4541,HN,10.16,424.2,1796.9,45.35000001,1.63,0.23,2.13,0.31,0.49,0.11,0.001,64,60,8,5,17
4543,HN,6.29,359.5,1248.6,30.69999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4545,HN,6.59,361.0,1163.2,24.01,2.3,0.29,1.95,0.15,0.36,0.13,0.001,67,74,23,7,19
4547,HN,5.72,418.7,1034.1,20.5,2.6,0.47,2.54,0.17,0.24,0.16,0.001,53,37,23,9,28
4549,HN,6.64,248.5,1305.1,26.05,1.39,0.18,2.02,0.18,0.27,0.09,0.001,48,44,8,5,10
4551,HN,7.26,391.7,1312.4,28.65,2.01,0.28,2.46,0.19,0.26,0.13,0.001,61,45,15,8,19
4553,HN,8.23,298.1,1429.3,35.94999999,2.7,0.29,2.32,0.19,0.47,0.16,0.001,77,45,19,9,16
4555,HN,10.03,542.0,1478.6,39.20000001,2.93,0.32,2.26,0.22,0.45,0.18,0.001,84,50,14,8,23
4557,HN,8.83,517.0,1482.6,36.6,3.55,0.39,2.4,0.18,0.58,0.23,0.002,134,82,16,12,21
4559,HN,11.1,461.6,1858.2,44.1,2.78,0.39,2.54,0.19,0.47,0.2,0.001,99,80,19,10,29
4561,HN,5.81,377.7,1108.3,20,2.47,0.28,2,0.2,0.59,0.16,0.001,84,73,29,8,26
4563,HN,4.77,380.1,745.8,19.45,3,0.44,2.92,0.14,0.3,0.21,0.001,102,64,30,11,23
4565,HN,7.35,376.4,1341.4,31.14999999,2.6,0.32,2.49,0.16,0.26,0.17,0.001,88,55,20,11,17
4567,HN,4.43,472.3,776.6,19.1,2.65,0.35,2.55,0.16,0.41,0.2,0.001,92,49,18,10,23
4569,HN,8.45,445.6,1464.9,31.55000001,2.68,0.34,2.08,0.17,0.43,0.18,0.002,88,84,36,11,33
4571,HN,9.54,519.3,1683.5,44.64999999,2.57,0.31,2.71,0.22,0.65,0.16,0.003,120,93,13,11,28
4573,HN,6.01,391.0,1190.1,28.6,2.37,0.34,3.14,0.14,0.42,0.14,0.002,114,64,17,9,21
4575,HN,9.93,479.6,1832.6,41.1,2.78,0.33,2.52,0.25,0.7,0.17,0.002,114,72,14,11,27
4577,HN,7.92,448.1,1376.6,37.95,3.1,0.62,2.81,0.15,0.43,0.19,0.002,117,48,19,13,26
4579,HN,7.64,288.4,1438.2,31.8,2.13,0.25,2.51,0.23,0.59,0.15,0.001,95,58,12,8,23
4581,HN,7.32,389.9,1137.4,30.65000001,2.37,0.26,2.59,0.32,0.64,0.17,0.001,89,80,15,13,17
4583,HN,8.18,327.5,1636.0,38.90000001,2.12,0.2,2.12,0.2,0.53,0.12,0.001,81,56,9,7,14
4585,HN,8.01,400.6,1254.4,33.39999999,2.53,0.32,2.3,0.16,0.5,0.15,0.002,97,71,7,13,19
4587,HN,5.02,375.5,778.4,21.35,2.98,0.42,2.98,0.24,0.67,0.19,0.002,108,65,20,15,28
4589,HN,4.93,326.0,1117.0,23.3,2.5,0.49,2.64,0.18,0.44,0.14,0.002,120,74,14,13,16
4591,HN,8.48,459.6,1445.7,35.64999999,2.69,0.3,2.63,0.12,0.32,0.14,0.001,94,29,8,9,14
4593,HN,7.57,596.9,1096.5,30.09999999,3.22,0.33,1.67,0.24,0.45,0.17,0.001,87,48,18,16,21
4595,HN,9.46,397.8,1701.2,40.10000001,2.67,0.33,2.23,0.09,0.44,0.15,0.001,92,67,21,12,20
